     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/16/2017-12/22/2017,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R137,MYRTLE AVE-GATES AVENUE       ,00045297,00001603,00000336,00000618,00000008,00040990,00036391,00000000,00000000,00000000,00000037,00000269,00001093,00000020,00003305,00000363,00000588,00000000,00000491,00000000,00000000,00000000,00006979,00000000,00000552,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00116671,00006707,00000397,00001211,00000194,00048621,00064277,00000000,00000000,00000000,00000470,00001653,00000936,00000206,00008055,00003490,00001935,00000000,00002505,00000000,00000000,00000000,00003363,00000000,00000329,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00051630,00002039,00000151,00000441,00000257,00020583,00025554,00000000,00000000,00000000,00000096,00000580,00000393,00000479,00003023,00001670,00000791,00000000,00001032,00000000,00000000,00000000,00001917,00000000,00000137,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00020718,00000953,00000153,00000389,00000071,00013921,00014959,00000000,00000000,00000000,00000059,00000186,00000249,00000069,00002738,00000520,00000397,00000000,00000489,00000000,00000000,00000000,00004894,00000000,00000389,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00055266,00006986,00000573,00001899,00000067,00023017,00040103,00000000,00000000,00000000,00000104,00001229,00001460,00000070,00004394,00001871,00000815,00000000,00000469,00000000,00000000,00000000,00006329,00000000,00000562,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00058446,00003327,00000346,00001187,00000066,00033031,00037339,00000000,00000000,00000000,00000110,00000584,00001306,00000031,00004265,00001030,00000911,00000000,00001152,00000000,00000000,00000000,00011263,00000000,00000363,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00056623,00003158,00000250,00000587,00000168,00022928,00030728,00000000,00000000,00000000,00000175,00001013,00000629,00000173,00005718,00001651,00000868,00000000,00000805,00000000,00000000,00000000,00001695,00000000,00000226,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00039627,00003824,00000280,00000741,00000057,00018313,00025355,00000000,00000000,00000000,00000219,00000506,00000773,00000108,00003026,00001343,00000817,00000000,00000342,00000000,00000000,00000000,00004916,00000000,00000222,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011160,00000571,00000101,00000096,00000007,00008684,00003054,00000000,00000000,00000000,00000013,00000046,00000479,00000000,00000406,00000029,00000054,00000000,00000049,00000000,00000000,00000000,00002296,00000000,00000138,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016161,00000829,00000228,00000411,00000006,00020144,00009086,00000000,00000000,00000000,00000042,00000071,00000668,00000000,00001246,00000078,00000075,00000000,00000060,00000000,00000000,00000000,00003992,00000000,00000392,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00037072,00003025,00000282,00000831,00000263,00022535,00027678,00000000,00000000,00000000,00000034,00000332,00000907,00000333,00001847,00000606,00000430,00000000,00000432,00000000,00000000,00000000,00004696,00000000,00000415,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011576,00000773,00000165,00000298,00000001,00008743,00009816,00000000,00000000,00000000,00000004,00000068,00000345,00000000,00001305,00000125,00000297,00000000,00000122,00000000,00000000,00000000,00001502,00000000,00000136,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00021463,00001997,00000304,00000617,00000004,00013329,00016289,00000000,00000000,00000000,00000023,00000285,00000687,00000010,00001801,00000380,00000356,00000000,00000120,00000000,00000000,00000000,00003979,00000000,00000400,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013852,00001802,00000175,00000861,00000001,00006546,00013329,00000000,00000000,00000000,00000011,00000240,00000370,00000002,00000668,00000310,00000189,00000000,00000059,00000000,00000000,00000000,00002470,00000000,00000186,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00020743,00001593,00000302,00001294,00000004,00015775,00012724,00000000,00000000,00000000,00000022,00000096,00000672,00000016,00000723,00000105,00000089,00000000,00000159,00000000,00000000,00000000,00004286,00000000,00000493,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00020701,00001129,00000345,00000590,00000012,00019735,00011733,00000000,00000000,00000000,00000035,00000182,00000503,00000000,00002239,00000155,00000112,00000000,00000065,00000000,00000000,00000000,00003709,00000000,00000381,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00029123,00001385,00000477,00000480,00000008,00029033,00020368,00000000,00000000,00000000,00000017,00000208,00000709,00000004,00002907,00000234,00000424,00000000,00000451,00000000,00000000,00000000,00005816,00000000,00000345,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015940,00000889,00000284,00000324,00000002,00021186,00008934,00000000,00000000,00000000,00000013,00000085,00000644,00000004,00001173,00000060,00000102,00000000,00000093,00000000,00000000,00000000,00004166,00000000,00000517,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00015169,00000785,00000167,00000274,00000004,00016436,00007626,00000000,00000000,00000000,00000027,00000059,00000435,00000009,00000854,00000051,00000137,00000000,00000096,00000000,00000000,00000000,00004106,00000000,00000321,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012943,00000877,00000189,00000239,00000011,00011964,00008077,00000000,00000000,00000000,00000022,00000122,00000449,00000001,00001233,00000097,00000131,00000000,00000104,00000000,00000000,00000000,00003687,00000000,00000225,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015649,00000898,00000146,00000308,00000008,00014179,00009032,00000000,00000000,00000000,00000029,00000091,00000425,00000002,00001342,00000137,00000113,00000000,00000083,00000000,00000000,00000000,00003128,00000000,00000366,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00036260,00003526,00000563,00001504,00000019,00025915,00034510,00000000,00000000,00000000,00000075,00000572,00000950,00000043,00003865,00000931,00000468,00000000,00000407,00000000,00000000,00000000,00003549,00000000,00000508,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00034857,00001955,00000132,00000365,00000116,00009094,00015634,00000000,00000000,00000000,00000073,00000306,00000365,00000114,00000889,00001019,00000625,00000000,00000592,00000000,00000000,00000000,00001122,00000000,00000056,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00044340,00002792,00000185,00000489,00000131,00018167,00024275,00000000,00000000,00000000,00000086,00000675,00000446,00000161,00003425,00001284,00000651,00000000,00000795,00000000,00000000,00000000,00002274,00000000,00000206,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00017518,00000960,00000196,00000260,00000007,00018089,00007976,00000000,00000000,00000000,00000040,00000081,00000622,00000001,00000924,00000106,00000215,00000000,00000110,00000000,00000000,00000000,00005446,00000000,00000475,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00013593,00000591,00000125,00000185,00000004,00015265,00004973,00000000,00000000,00000000,00000015,00000043,00000545,00000000,00000488,00000063,00000085,00000000,00000088,00000000,00000000,00000000,00003775,00000000,00000200,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00065321,00003713,00000319,00000782,00000048,00027850,00040305,00000000,00000000,00000000,00000192,00001066,00000391,00000046,00005962,00001951,00001225,00000000,00001071,00000000,00000000,00000000,00003959,00000000,00000234,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00054174,00008024,00000435,00001287,00000181,00022307,00031300,00000000,00000000,00000000,00000110,00000930,00000859,00000398,00004148,00002114,00000915,00000000,00000899,00000000,00000000,00000000,00012104,00000000,00000193,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002249,00000092,00000013,00000035,00000000,00000825,00000205,00000000,00000000,00000000,00000009,00000014,00000004,00000000,00000008,00000024,00000001,00000000,00000004,00000000,00000000,00000000,00000507,00000000,00000005,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00039099,00005553,00000368,00000909,00000056,00019169,00025140,00000000,00000000,00000000,00000081,00000580,00000680,00000056,00002804,00001391,00000822,00000000,00000671,00000000,00000000,00000000,00002692,00000000,00000108,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00043697,00007089,00000577,00001195,00000033,00022506,00030431,00000000,00000000,00000000,00000088,00000601,00000929,00000072,00003413,00001738,00000979,00000000,00000605,00000000,00000000,00000000,00004606,00000000,00000181,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00085919,00013828,00001018,00003140,00000106,00049030,00064493,00000000,00000000,00000000,00000132,00001371,00002059,00000162,00007781,00002967,00002105,00000000,00001343,00000000,00000000,00000000,00007745,00000000,00000445,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00020787,00001827,00000252,00000428,00000031,00020378,00016674,00000000,00000000,00000000,00000028,00000113,00000855,00000018,00001683,00000282,00000441,00000000,00000247,00000000,00000000,00000000,00004946,00000000,00000239,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00291429,00017887,00001622,00004037,00000645,00135175,00185956,00000000,00000000,00000000,00000826,00004012,00002966,00000824,00025728,00009173,00005266,00000000,00004829,00000001,00000000,00000000,00022339,00000000,00001596,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00023420,00001965,00000133,00000309,00000004,00008483,00018557,00000000,00000000,00000000,00000009,00000350,00000272,00000010,00003261,00001041,00000643,00000000,00000321,00000000,00000000,00000000,00002243,00000000,00000058,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00026033,00003216,00000234,00000918,00000007,00010804,00014595,00000000,00000000,00000000,00000011,00000266,00000737,00000012,00000615,00000328,00000189,00000000,00000197,00000000,00000000,00000000,00004326,00000000,00000750,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00013017,00001314,00000188,00000428,00000006,00009639,00011177,00000000,00000000,00000000,00000037,00000187,00000585,00000005,00001577,00000219,00000269,00000000,00000106,00000000,00000000,00000000,00002399,00000000,00000128,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00017531,00002443,00000172,00000438,00000003,00010336,00015339,00000000,00000000,00000000,00000011,00000256,00000409,00000013,00002076,00000430,00000360,00000000,00000240,00000000,00000000,00000000,00002882,00000000,00000134,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00111127,00004943,00000479,00001290,00000227,00055366,00061093,00000000,00000000,00000000,00000240,00001602,00000993,00000281,00010586,00003463,00001678,00000000,00002487,00000000,00000000,00000000,00012510,00000000,00000398,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00075345,00004885,00000323,00000853,00000167,00029625,00039885,00000000,00000000,00000000,00000579,00001330,00000820,00000163,00006364,00002112,00001070,00000000,00001315,00000000,00000000,00000000,00003612,00000000,00000277,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00052942,00005180,00000302,00000737,00000246,00020348,00028762,00000000,00000000,00000000,00000251,00000664,00000919,00000293,00002913,00001569,00000820,00000000,00000504,00000000,00000000,00000000,00003842,00000000,00000202,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00072243,00007453,00000367,00001031,00000140,00028353,00035945,00000000,00000000,00000000,00000197,00001254,00001307,00000228,00004187,00002259,00001032,00000000,00000987,00000000,00000000,00000000,00003936,00000000,00000204,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00110373,00011196,00000676,00001767,00000234,00053776,00065678,00000000,00000000,00000000,00000391,00001943,00001603,00000382,00008516,00004051,00001903,00000000,00001491,00000000,00000000,00000000,00006981,00000000,00000635,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00027958,00002334,00000267,00000627,00000027,00021243,00017335,00000000,00000000,00000000,00000067,00000178,00001023,00000042,00001656,00000407,00000373,00000000,00000287,00000000,00000000,00000000,00006720,00000000,00000352,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00022365,00001883,00000269,00000614,00000029,00019147,00015747,00000000,00000000,00000000,00000033,00000169,00000854,00000029,00001854,00000337,00000405,00000000,00000207,00000000,00000000,00000000,00005579,00000000,00000273,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00027369,00002221,00000418,00000819,00000014,00028938,00019846,00000000,00000000,00000000,00000056,00000169,00001029,00000012,00001980,00000376,00000366,00000000,00000248,00000000,00000000,00000000,00007749,00000000,00000437,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00009143,00000493,00000100,00000150,00000004,00008266,00004752,00000000,00000000,00000000,00000017,00000054,00000288,00000001,00000608,00000083,00000078,00000000,00000041,00000000,00000000,00000000,00005962,00000000,00000277,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00013943,00001087,00000118,00000195,00000001,00007903,00010048,00000000,00000000,00000000,00000042,00000117,00000333,00000002,00001310,00000243,00000285,00000000,00000111,00000000,00000000,00000000,00002681,00000000,00000214,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00010430,00000910,00000088,00000186,00000005,00007489,00007993,00000000,00000000,00000000,00000011,00000097,00000381,00000004,00001081,00000219,00000207,00000000,00000115,00000000,00000000,00000000,00002750,00000000,00000107,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00021010,00002680,00000171,00000499,00000039,00009457,00014882,00000000,00000000,00000000,00000041,00000387,00000331,00000046,00002019,00000816,00000443,00000000,00000475,00000000,00000000,00000000,00003025,00000000,00000078,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00031991,00002244,00000135,00000381,00000032,00016165,00013649,00000000,00000000,00000000,00000067,00000348,00000327,00000076,00002042,00000811,00000399,00000000,00001045,00000000,00000000,00000000,00001906,00000000,00000079,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00056767,00002713,00000274,00000694,00000242,00024500,00025732,00000000,00000000,00000000,00000145,00000663,00000721,00000221,00003497,00001730,00000875,00000000,00001806,00000000,00000000,00000000,00007833,00000000,00000166,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00030627,00002801,00000145,00000415,00000057,00011546,00013273,00000000,00000000,00000000,00000054,00000465,00000422,00000079,00001802,00000963,00000459,00000000,00000730,00000000,00000000,00000000,00000718,00000000,00000050,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00034044,00003416,00000310,00000855,00000074,00016217,00021032,00000000,00000000,00000000,00000139,00000533,00000580,00000087,00002787,00001183,00000667,00000000,00000600,00000000,00000000,00000000,00003546,00000000,00000135,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00022434,00004271,00000309,00000891,00000010,00014065,00016252,00000000,00000000,00000000,00000026,00000243,00000932,00000015,00001550,00000612,00000489,00000000,00000489,00000000,00000000,00000000,00003648,00000000,00000138,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00025070,00003537,00000246,00000744,00000025,00011505,00015701,00000000,00000000,00000000,00000056,00000270,00000601,00000036,00001483,00000721,00000437,00000000,00000488,00000000,00000000,00000000,00003117,00000000,00000102,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00020070,00002163,00000347,00000603,00000011,00024202,00017739,00000000,00000000,00000000,00000026,00000112,00000893,00000008,00001631,00000202,00000365,00000000,00000213,00000000,00000000,00000000,00003153,00000000,00000338,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00045564,00002005,00000128,00000374,00000104,00020649,00025320,00000000,00000000,00000000,00000065,00000727,00000306,00000181,00003698,00001389,00000696,00000000,00000940,00000000,00000000,00000000,00001353,00000000,00000201,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00038836,00002621,00000540,00000873,00000026,00042499,00022365,00000000,00000000,00000000,00000043,00000253,00001638,00000051,00003503,00000241,00000322,00000000,00000301,00000000,00000000,00000000,00008522,00000000,00000924,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00019905,00001318,00000258,00000396,00000003,00013777,00017512,00000000,00000000,00000001,00000006,00000225,00000446,00000008,00002545,00000289,00000469,00000000,00000247,00000002,00000000,00000000,00003081,00000000,00000234,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00030741,00001597,00000186,00000683,00000024,00018844,00021119,00000000,00000000,00000000,00000053,00000285,00000510,00000041,00001798,00000550,00000470,00000000,00000232,00000000,00000000,00000000,00005166,00000000,00000271,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00034270,00001582,00000446,00000558,00000010,00029225,00026443,00000000,00000000,00000000,00000023,00000246,00000973,00000008,00003803,00000436,00000537,00000000,00000802,00000000,00000000,00000000,00004180,00000000,00000325,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00013234,00000567,00000129,00000151,00000002,00010085,00009180,00000000,00000000,00000000,00000007,00000088,00000278,00000001,00001228,00000159,00000178,00000000,00000228,00000000,00000000,00000000,00002972,00000000,00000094,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00021070,00001174,00000311,00000398,00000013,00017537,00009763,00000000,00000000,00000000,00000012,00000102,00000712,00000000,00001060,00000102,00000114,00000000,00000115,00000000,00000000,00000000,00006298,00000000,00000446,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00053328,00004258,00000530,00001058,00000031,00032404,00035049,00000000,00000000,00000000,00000084,00000451,00001266,00000040,00003299,00000621,00000519,00000000,00000515,00000000,00000000,00000000,00008904,00000002,00001314,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00037651,00005922,00000363,00001340,00000020,00017498,00029028,00000000,00000000,00000000,00000046,00000573,00001251,00000034,00003036,00000829,00000603,00000000,00000384,00000000,00000000,00000000,00002721,00000000,00000421,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00042333,00002068,00000234,00000624,00000049,00014748,00024496,00000000,00000000,00000000,00000176,00001046,00000364,00000043,00003232,00001470,00000792,00000000,00000583,00000000,00000000,00000000,00001350,00000000,00000146,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00020429,00001943,00000200,00000708,00000010,00012320,00016711,00000000,00000000,00000000,00000009,00000210,00000433,00000014,00001415,00000382,00000293,00000000,00000156,00000000,00000000,00000000,00003916,00000000,00000183,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00022684,00001214,00000357,00000445,00000009,00022139,00011489,00000000,00000000,00000000,00000030,00000094,00000640,00000021,00003332,00000183,00000225,00000000,00000121,00000000,00000000,00000000,00007898,00000000,00001642,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00027292,00002183,00000605,00000940,00000056,00027429,00020140,00000000,00000000,00000000,00000095,00000166,00001131,00000074,00002938,00000532,00000385,00000000,00000351,00000000,00000000,00000000,00004727,00000000,00000454,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00024755,00002571,00000538,00000904,00000018,00023953,00019761,00000000,00000000,00000000,00000029,00000110,00001037,00000024,00004574,00000275,00000503,00000000,00000267,00000000,00000000,00000000,00005796,00000000,00000322,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00040888,00001322,00000230,00000402,00000005,00046756,00016189,00000000,00000000,00000000,00000015,00000093,00001336,00000007,00000900,00000132,00000176,00000000,00000165,00000000,00000000,00000000,00007409,00000000,00000627,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00011744,00001199,00000182,00000288,00000000,00008465,00008028,00000000,00000000,00000000,00000005,00000107,00000492,00000002,00001170,00000138,00000243,00000000,00000087,00000000,00000000,00000000,00001796,00000000,00000127,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009602,00000697,00000122,00000132,00000000,00006541,00004540,00000000,00000000,00000000,00000003,00000067,00000300,00000001,00000719,00000075,00000079,00000000,00000052,00000000,00000000,00000000,00002125,00000000,00000153,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00038570,00004272,00000366,00001427,00000018,00017533,00028015,00000000,00000000,00000000,00000040,00000704,00000900,00000013,00001912,00001086,00000334,00000000,00000185,00000000,00000000,00000000,00006573,00000000,00000448,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00030216,00001859,00000223,00000669,00000024,00018604,00020248,00000000,00000000,00000000,00000046,00000231,00000475,00000021,00001399,00000293,00000329,00000000,00000172,00000000,00000000,00000000,00005884,00000000,00000444,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015648,00001223,00000123,00000398,00000005,00007238,00011540,00000000,00000000,00000000,00000068,00000143,00000365,00000016,00000924,00000326,00000209,00000000,00000143,00000000,00000000,00000000,00002747,00000000,00000164,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00014486,00001120,00000100,00000282,00000004,00004910,00008673,00000000,00000000,00000000,00000042,00000295,00000323,00000004,00001059,00000332,00000179,00000000,00000099,00000000,00000000,00000000,00001215,00000000,00000096,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00021993,00001577,00000272,00000652,00000006,00013779,00016668,00000000,00000000,00000000,00000162,00000246,00000465,00000016,00001326,00000470,00000283,00000000,00000256,00000000,00000000,00000000,00004398,00000000,00000424,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014967,00001513,00000130,00000253,00000001,00004890,00008679,00000000,00000000,00000000,00000074,00000284,00000318,00000008,00000843,00000471,00000200,00000000,00000087,00000000,00000000,00000000,00001177,00000000,00000083,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00024717,00001326,00000203,00000296,00000005,00014518,00014039,00000000,00000000,00000000,00000024,00000238,00000468,00000000,00002224,00000467,00000388,00000000,00000467,00000000,00000000,00000000,00002498,00000000,00000207,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00025012,00002813,00000270,00000799,00000003,00016027,00028255,00000000,00000000,00000000,00000034,00000206,00000816,00000021,00001390,00000216,00000345,00000000,00000294,00000000,00000000,00000000,00004505,00000000,00000317,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00019504,00002981,00000107,00000676,00000005,00005839,00015176,00000000,00000000,00000000,00000023,00000409,00000606,00000020,00001762,00000480,00000320,00000000,00000197,00000000,00000000,00000000,00005191,00000000,00000100,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00028332,00001664,00000138,00000297,00000006,00010369,00018795,00000000,00000000,00000000,00000016,00000569,00000291,00000011,00003246,00001142,00000739,00000000,00000495,00000000,00000000,00000000,00004152,00000000,00000072,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00015295,00000710,00000140,00000219,00000002,00019243,00007831,00000000,00000000,00000000,00000010,00000047,00000569,00000004,00001159,00000128,00000091,00000000,00000098,00000000,00000000,00000000,00003996,00000000,00000520,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00030471,00002240,00000340,00000741,00000007,00024929,00019576,00000000,00000000,00000000,00000132,00000298,00000997,00000026,00002560,00000205,00000187,00000000,00000157,00000000,00000000,00000000,00006663,00000000,00000595,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00027514,00002266,00000295,00000491,00000010,00019507,00023763,00000000,00000000,00000000,00000016,00000170,00000668,00000019,00001974,00000359,00000427,00000000,00000240,00000000,00000000,00000000,00003610,00000000,00000294,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00008695,00001397,00000045,00000285,00000010,00003234,00006126,00000000,00000000,00000000,00000012,00000175,00000149,00000023,00000950,00000283,00000215,00000000,00000132,00000000,00000000,00000000,00000603,00000000,00000034,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00007659,00000801,00000112,00000152,00000013,00005117,00005023,00000000,00000000,00000000,00000006,00000052,00000221,00000031,00000755,00000130,00000115,00000000,00000044,00000000,00000000,00000000,00002554,00000000,00000117,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00011634,00000596,00000139,00000182,00000001,00007896,00004041,00000000,00000000,00000000,00000027,00000122,00000459,00000001,00000794,00000089,00000107,00000000,00000042,00000000,00000000,00000000,00002467,00000000,00000270,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00014802,00000799,00000062,00000170,00000025,00005191,00009144,00000000,00000000,00000000,00000684,00000287,00000125,00000027,00001288,00000479,00000240,00000000,00000313,00000000,00000000,00000000,00000591,00000000,00000033,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00011897,00001218,00000125,00000385,00000004,00007651,00008578,00000000,00000000,00000000,00000010,00000205,00000260,00000010,00000476,00000301,00000114,00000000,00000074,00000000,00000000,00000000,00002109,00000000,00000238,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00012823,00001431,00000142,00000328,00000005,00006657,00007862,00000000,00000000,00000000,00000006,00000219,00000311,00000004,00000484,00000399,00000131,00000000,00000042,00000000,00000000,00000000,00004995,00000000,00000141,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00010150,00001397,00000048,00000379,00000003,00002837,00008451,00000000,00000000,00000000,00000014,00000251,00000254,00000000,00000555,00000285,00000110,00000000,00000024,00000000,00000000,00000000,00002016,00000000,00000119,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00016626,00001089,00000092,00000177,00000018,00007021,00011725,00000000,00000000,00000000,00000024,00000335,00000214,00000003,00001862,00000629,00000426,00000000,00000327,00000000,00000000,00000000,00001206,00000000,00000069,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00017762,00001018,00000130,00000382,00000003,00010952,00008822,00000000,00000000,00000000,00000012,00000106,00000465,00000012,00000712,00000140,00000158,00000000,00000113,00000000,00000000,00000000,00003872,00000000,00000237,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00017155,00001076,00000124,00000287,00000001,00010380,00008910,00000000,00000000,00000000,00000016,00000140,00000428,00000000,00000580,00000106,00000156,00000000,00000080,00000000,00000000,00000000,00003707,00000000,00000244,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00007751,00000840,00000069,00000260,00000001,00003514,00004003,00000000,00000000,00000000,00000006,00000108,00000281,00000000,00000192,00000129,00000042,00000000,00000044,00000000,00000000,00000000,00001231,00000000,00000074,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00079498,00001512,00000189,00000394,00000032,00037844,00048004,00000000,00000000,00000000,00000066,00000851,00000406,00000022,00007092,00002028,00001414,00000000,00001813,00000000,00000000,00000000,00003998,00000000,00000217,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00028211,00000986,00000124,00000244,00000005,00022855,00022646,00000000,00000000,00000000,00000012,00000196,00000638,00000017,00002289,00000236,00000520,00000000,00000343,00000000,00000000,00000000,00003305,00000002,00000320,00000000,                                                                                                    
